Código,Nome,Telefone
184330,Juliana Costa,11926919360
843296,Camila Rocha,11910517144
524447,Ricardo Mendes,11936358543
864326,Fernanda Alves,11911069395
392079,Ricardo Mendes,11979145544
905740,Lucas Lima,11925181763
445081,Fernanda Alves,11965707552
863660,Maria Souza,11915786146
765086,Fernanda Alves,11941135314
418223,Ricardo Mendes,11983517150
443079,Maria Souza,11917713796
775106,Ana Pereira,11951303238
817588,João Silva,11967273750
300689,João Silva,11978152025
487075,Ana Pereira,11920745651
578800,João Silva,11975630381
140620,Ana Pereira,11903885208
640665,Paulo Santos,11934390636
377082,Camila Rocha,11900850023
815650,Juliana Costa,11957029381
756130,Carlos Oliveira,11946101940
660185,Camila Rocha,11975212818
119064,Camila Rocha,11999434294
167971,Ana Pereira,11982767604
939000,Maria Souza,11905106847
924898,João Silva,11900342884
855266,Camila Rocha,11927668199
461617,Lucas Lima,11980220053
243408,Camila Rocha,11908949213
604668,Ana Pereira,11964529763
321649,Camila Rocha,11991906622
654638,Ricardo Mendes,11995634852
881615,Paulo Santos,11973383666
895099,Ana Pereira,11959270602
753884,Maria Souza,11991110322
699279,Fernanda Alves,11932473672
655286,Camila Rocha,11902523477
964889,Fernanda Alves,11952851704
342848,Fernanda Alves,11935017656
317068,Ana Pereira,11933451578
685761,Ricardo Mendes,11901191099
130119,Ana Pereira,11962567391
922337,Fernanda Alves,11913358902
659910,João Silva,11908834771
516265,Maria Souza,11985852346
824585,Ana Pereira,11906898829
583366,Lucas Lima,11966033921
659789,Carlos Oliveira,11913230223
771662,Carlos Oliveira,11919255544
205643,Paulo Santos,11903036508
189638,Maria Souza,11923615646
701816,Carlos Oliveira,11970385487
406119,Ricardo Mendes,11967897807
235214,Maria Souza,11966483973
287025,Ricardo Mendes,11918449242
876240,Maria Souza,11906436926
156429,Ricardo Mendes,11986445315
319638,Fernanda Alves,11998831938
757228,Carlos Oliveira,11962366688
731415,Carlos Oliveira,11971502925
403361,Juliana Costa,11935706202
837161,João Silva,11981062519
142273,Carlos Oliveira,11990431177
105603,Juliana Costa,11921405621
465592,Maria Souza,11939029008
495240,Camila Rocha,11973211202
137781,Lucas Lima,11903697992
891044,Fernanda Alves,11997147827
726877,Ana Pereira,11976818503
143586,Maria Souza,11945397523
833180,Lucas Lima,11986726822
116053,Camila Rocha,11984341446
804149,Paulo Santos,11927813128
935227,Maria Souza,11971148261
646116,Paulo Santos,11939139802
453845,Ricardo Mendes,11964026122
595548,Maria Souza,11989803974
859074,Juliana Costa,11906318724
521676,João Silva,11949054588
129196,Fernanda Alves,11976472406
219757,Ana Pereira,11988362155
236290,Paulo Santos,11900834602
265315,Carlos Oliveira,11909742554
683498,Lucas Lima,11924543120
333853,Carlos Oliveira,11962280258
507090,Lucas Lima,11987523606
282551,Carlos Oliveira,11930843281
640194,Ana Pereira,11978232861
431199,Juliana Costa,11917406319
787991,João Silva,11990616777
637345,Lucas Lima,11968438071
937409,João Silva,11954037250
339276,Fernanda Alves,11973259397
606699,Maria Souza,11924402735
227369,Fernanda Alves,11972081642
414415,Lucas Lima,11927786606
230698,Camila Rocha,11988691680
469967,Juliana Costa,11940616865
902874,Carlos Oliveira,11967987006
839817,Ana Pereira,11986783881
888337,Lucas Lima,11999115520
694083,Camila Rocha,11954556872
285124,Juliana Costa,11954626757
203255,João Silva,11921665061
833662,Ricardo Mendes,11967085162
944534,Ricardo Mendes,11921911592
320483,Camila Rocha,11908409598
852064,Ana Pereira,11976540409
287413,Carlos Oliveira,11936380789
226274,Carlos Oliveira,11938262969
682752,Ana Pereira,11957849478
115727,Ricardo Mendes,11950396759
368788,Lucas Lima,11922775667
760708,Lucas Lima,11950780909
847374,Fernanda Alves,11903120184
948128,Camila Rocha,11926783068
584994,Carlos Oliveira,11936623077
224159,Maria Souza,11984949192
643508,Juliana Costa,11963858455
943368,Paulo Santos,11976887683
944392,Paulo Santos,11910886447
683504,Fernanda Alves,11967490762
221843,Carlos Oliveira,11992918544
882129,João Silva,11932703228
468141,Carlos Oliveira,11917801342
860475,Fernanda Alves,11967286425
909812,Ricardo Mendes,11944863270
324276,Maria Souza,11924706892
892582,Lucas Lima,11915880231
947507,Juliana Costa,11904203054
946721,Paulo Santos,11946112256
119764,Ana Pereira,11979698245
606657,Carlos Oliveira,11918605206
751324,Camila Rocha,11991135662
647211,Ana Pereira,11911923234
594367,Fernanda Alves,11902325774
248166,João Silva,11908355040
973677,João Silva,11922774063
665808,Fernanda Alves,11941946845
971597,Camila Rocha,11994232214
770348,Camila Rocha,11999703256
674765,Juliana Costa,11973891737
452385,Ricardo Mendes,11943783077
775810,Maria Souza,11901272098
180978,Ricardo Mendes,11998471054
445420,Ricardo Mendes,11964858706
236437,Fernanda Alves,11961351309
298824,Paulo Santos,11911371620
967900,Juliana Costa,11945360179
425215,Ricardo Mendes,11976279374
693854,João Silva,11971545738
657720,Ana Pereira,11956018936
232188,Fernanda Alves,11909503592
719103,Ana Pereira,11939082451
713953,Juliana Costa,11955354736
168978,Carlos Oliveira,11972411478
617144,Ricardo Mendes,11982807532
833381,Maria Souza,11941854280
293291,João Silva,11910129719
517494,Camila Rocha,11940545404
448659,Ana Pereira,11948598103
832768,Ana Pereira,11907820331
396813,Maria Souza,11943058724
620000,João Silva,11948279229
136432,Ricardo Mendes,11957210509
208523,João Silva,11965332617
620807,João Silva,11941465560
723326,Fernanda Alves,11994313498
983741,Paulo Santos,11990542896
777056,Paulo Santos,11923726725
144379,Lucas Lima,11934163164
101810,Ricardo Mendes,11926980597
481421,Maria Souza,11937639892
366762,Ricardo Mendes,11979813987
309890,Maria Souza,11913886494
192032,Carlos Oliveira,11984057271
349114,Carlos Oliveira,11963387629
223842,Carlos Oliveira,11954176215
732663,Ricardo Mendes,11929756689
655343,Lucas Lima,11977284518
253611,Camila Rocha,11920655874
281730,João Silva,11949324180
558696,Carlos Oliveira,11965453015
990688,Ana Pereira,11945360168
309303,João Silva,11941648392
937915,Fernanda Alves,11951415180
718030,Carlos Oliveira,11975315604
822786,Fernanda Alves,11937856088
390122,Ricardo Mendes,11962995541
911298,Juliana Costa,11979436549
796058,Fernanda Alves,11928538881
118642,João Silva,11916243024
272131,Ana Pereira,11920223779
589624,Maria Souza,11991933758
150034,Ricardo Mendes,11973362227
514393,Ricardo Mendes,11924192494
922721,Paulo Santos,11954828368
744065,Ana Pereira,11904542471
667063,Lucas Lima,11980376385
960986,João Silva,11953590680
379845,Ana Pereira,11995778257
609754,Maria Souza,11930949307
601947,Fernanda Alves,11949168857
821006,Paulo Santos,11934871168
815892,Juliana Costa,11949886973
266742,Ricardo Mendes,11908282398
797973,Ricardo Mendes,11933563165
284690,Maria Souza,11938387168
822800,Ana Pereira,11931379197
159308,Juliana Costa,11941816482
604990,Paulo Santos,11962839843
806717,Ana Pereira,11998909808
259922,Maria Souza,11986620716
754889,Ana Pereira,11911581082
902055,Lucas Lima,11909275076
535047,Carlos Oliveira,11941826167
871093,Fernanda Alves,11976274001
591497,Ana Pereira,11952759049
692962,Carlos Oliveira,11905329639
373859,Lucas Lima,11902067390
579169,Ana Pereira,11919807754
305557,Maria Souza,11961568024
932674,Juliana Costa,11948362919
324120,João Silva,11971415074
475862,Carlos Oliveira,11932296237
829888,Maria Souza,11925251452
438696,Lucas Lima,11965469119
550184,Ana Pereira,11946337480
571143,Camila Rocha,11949460445
696480,Camila Rocha,11906099708
398195,Paulo Santos,11986572359
966444,Juliana Costa,11910911511
755835,Camila Rocha,11931708981
712229,Lucas Lima,11963733880
816689,Camila Rocha,11960428561
832878,Juliana Costa,11947610526
156884,Lucas Lima,11938160734
541340,João Silva,11998892049
605882,Ana Pereira,11937881753
689377,João Silva,11990049884
125557,Juliana Costa,11951135470
908339,João Silva,11922411900
152846,Lucas Lima,11945554693
925684,Lucas Lima,11957324861
922257,Fernanda Alves,11986511582
262796,Juliana Costa,11972499975
494219,Camila Rocha,11985406549
556069,Juliana Costa,11933178189
951251,Juliana Costa,11997131599
400162,Juliana Costa,11927895291
891951,Maria Souza,11968951799
262038,Maria Souza,11917481444
432114,Fernanda Alves,11991314205
930712,Fernanda Alves,11952882109
329859,Ricardo Mendes,11918696785
401588,Maria Souza,11952358578
270783,Ricardo Mendes,11934293198
103716,Fernanda Alves,11915902055
908665,João Silva,11928898145
888811,Carlos Oliveira,11981982777
710617,Ricardo Mendes,11930162264
477949,João Silva,11978710046
432450,Paulo Santos,11960658041
753233,Carlos Oliveira,11939410153
995947,João Silva,11999445787
839127,Ana Pereira,11967658269
925963,Camila Rocha,11982512496
241561,Carlos Oliveira,11974686240
518436,Carlos Oliveira,11971322921
172836,Paulo Santos,11992978609
174990,Maria Souza,11947157906
928055,Ana Pereira,11987949305
792789,Juliana Costa,11976843831
643504,Fernanda Alves,11961645370
657852,Carlos Oliveira,11904453011
636693,Fernanda Alves,11986042733
321001,Camila Rocha,11969264544
902216,Paulo Santos,11983528874
601338,Ricardo Mendes,11999050557
821029,Maria Souza,11925308095
563469,Fernanda Alves,11990140291
866604,Fernanda Alves,11986362701
702830,Fernanda Alves,11935627270
722867,Fernanda Alves,11963445787
471789,Lucas Lima,11921866022
445271,Paulo Santos,11946238815
638786,Ricardo Mendes,11971591860
761759,Ana Pereira,11944653834
863029,Ana Pereira,11995424897
100161,Juliana Costa,11927263815
290143,Carlos Oliveira,11972538041
692506,Juliana Costa,11959095297
988878,Lucas Lima,11965353541
930632,Camila Rocha,11951559623
517593,Ricardo Mendes,11985857043
316529,Ana Pereira,11962516969
735218,Carlos Oliveira,11982441816
774772,João Silva,11978590381
787973,Lucas Lima,11995795719
209635,Ricardo Mendes,11984600282
474521,Lucas Lima,11951125636
379373,Carlos Oliveira,11990421025
943234,Juliana Costa,11938423077
110333,Ricardo Mendes,11952853728
219722,Juliana Costa,11967963606
664216,Carlos Oliveira,11953717708
184457,Paulo Santos,11923234969
937503,Juliana Costa,11921164825
150774,Ana Pereira,11917080806
284501,Paulo Santos,11916172592
542445,Maria Souza,11916859671
258196,Ricardo Mendes,11961477295
853806,Carlos Oliveira,11967607801
586605,Carlos Oliveira,11997074179
152461,João Silva,11927119238
934621,Fernanda Alves,11909188762
433825,Ana Pereira,11936557178
292812,Maria Souza,11974666905
838581,Fernanda Alves,11974585416
522383,Lucas Lima,11924886377
397873,Carlos Oliveira,11917779315
547657,Maria Souza,11918834026
726920,Juliana Costa,11909439725
271211,Ana Pereira,11984442434
979870,Juliana Costa,11995214941
866267,Camila Rocha,11907789258
254487,Carlos Oliveira,11902511552
446754,Fernanda Alves,11987685061
841433,Juliana Costa,11900167085
429694,João Silva,11919055579
683217,João Silva,11966560406
794877,Lucas Lima,11964415449
804589,Juliana Costa,11953308356
877923,Lucas Lima,11919538319
409477,Paulo Santos,11906592112
866446,Ricardo Mendes,11987477726
502417,Lucas Lima,11980602627
193007,Juliana Costa,11984983209
707156,Carlos Oliveira,11986159914
611227,Ana Pereira,11970993702
827790,Lucas Lima,11978956367
798297,Carlos Oliveira,11964037674
645875,Ana Pereira,11944207826
248825,Paulo Santos,11915875458
890773,João Silva,11967650533
137801,Maria Souza,11941552952
650055,João Silva,11903138697
640820,Camila Rocha,11904579631
296465,Camila Rocha,11917346576
128121,Camila Rocha,11921254360
692135,João Silva,11927316825
298660,Paulo Santos,11992094592
387211,Lucas Lima,11947259068
313787,João Silva,11993973524
364218,Paulo Santos,11988616881
268145,Paulo Santos,11995996086
934543,João Silva,11933025591
454455,Camila Rocha,11901896023
191086,João Silva,11982836280
630943,João Silva,11934194992
685954,Lucas Lima,11971219434
202125,Maria Souza,11943593851
234372,Carlos Oliveira,11927558216
249202,Juliana Costa,11934590515
996363,Fernanda Alves,11959044947
666432,Carlos Oliveira,11938308601
801782,Carlos Oliveira,11918989813
130002,Maria Souza,11961757207
585165,João Silva,11967271746
326862,Ricardo Mendes,11979304673
748108,Fernanda Alves,11972811608
531800,Lucas Lima,11946854133
505275,Camila Rocha,11905027624
337008,Ricardo Mendes,11922187225
984095,Juliana Costa,11927493009
505352,João Silva,11932986534
389652,Paulo Santos,11982438887
934877,Lucas Lima,11943187862
592496,Lucas Lima,11941183901
641398,Carlos Oliveira,11957294276
354481,João Silva,11975650248
843788,Camila Rocha,11964923190
949042,Paulo Santos,11971326878
186339,Camila Rocha,11935312944
479028,Camila Rocha,11905440644
702899,Paulo Santos,11976391996
403761,Maria Souza,11905796380
717032,Ricardo Mendes,11948013430
161699,Carlos Oliveira,11999544237
844168,Lucas Lima,11951083005
970710,Juliana Costa,11941174549
723682,Carlos Oliveira,11975090362
374988,Fernanda Alves,11955609130
562685,Camila Rocha,11993878664
155821,Carlos Oliveira,11958172752
582024,Camila Rocha,11923174566
653126,João Silva,11933330170
550527,Ricardo Mendes,11901633381
102950,Juliana Costa,11938659736
425916,Fernanda Alves,11956045578
222764,Fernanda Alves,11997210474
990034,Maria Souza,11959584402
365968,Juliana Costa,11910020611
329608,Ricardo Mendes,11976053823
176534,Lucas Lima,11953999244
472747,Lucas Lima,11903340280
374501,Maria Souza,11935439527
808819,Camila Rocha,11961665521
799458,Lucas Lima,11952026270
841104,Lucas Lima,11960468282
236696,Juliana Costa,11951301678
663827,Carlos Oliveira,11996375121
992229,Ana Pereira,11910978231
931990,Camila Rocha,11966502621
465581,Ricardo Mendes,11957536116
330206,Ricardo Mendes,11921985403
513641,Carlos Oliveira,11946361827
862006,Maria Souza,11908506399
160272,Camila Rocha,11924082709
623582,João Silva,11924817515
402735,Juliana Costa,11989814639
617751,Fernanda Alves,11976837657
641051,Paulo Santos,11919767806
127078,João Silva,11970619418
189507,Fernanda Alves,11990091748
763853,Maria Souza,11956888192
520761,Carlos Oliveira,11912753948
577120,Maria Souza,11960935615
683391,Maria Souza,11932850693
574319,Fernanda Alves,11924678212
126361,João Silva,11948004782
533334,Ricardo Mendes,11912149855
801458,Carlos Oliveira,11993089466
419730,Ana Pereira,11974254377
918170,Lucas Lima,11943388045
183568,Lucas Lima,11966320748
957428,Camila Rocha,11922984386
123753,João Silva,11998916014
975575,Ricardo Mendes,11994741467
564175,Ricardo Mendes,11970427530
786563,João Silva,11902976305
791244,João Silva,11976676890
321421,Carlos Oliveira,11955188302
543105,Ana Pereira,11911290793
969270,Juliana Costa,11972460608
357037,Maria Souza,11927555640
528156,Paulo Santos,11988529036
228235,Ricardo Mendes,11983450885
775459,João Silva,11973318672
184335,João Silva,11955327524
149104,Ricardo Mendes,11952043326
993988,Carlos Oliveira,11943058596
592929,Carlos Oliveira,11980560924
118119,Ricardo Mendes,11914016086
317254,Ricardo Mendes,11974507343
198446,Paulo Santos,11945654382
204287,Paulo Santos,11983609678
113047,Carlos Oliveira,11996450917
704042,Ana Pereira,11911410265
440897,Fernanda Alves,11971259444
201493,Camila Rocha,11986867667
204871,Paulo Santos,11965852343
501718,Juliana Costa,11989007696
604764,Ana Pereira,11980520867
394650,Maria Souza,11965899636
820694,Lucas Lima,11985797200
658199,Paulo Santos,11978018840
306442,Fernanda Alves,11937255784
442937,João Silva,11979909391
592280,Juliana Costa,11929870567
320482,Ana Pereira,11930025293
275517,João Silva,11951541644
115548,Lucas Lima,11991020024
750016,Fernanda Alves,11942145784
713929,Paulo Santos,11933804450
574583,Carlos Oliveira,11914746494
544414,João Silva,11931862787
139182,Lucas Lima,11996349477
907074,Fernanda Alves,11986509451
489107,Lucas Lima,11982876847
419177,Ana Pereira,11912748441
491966,Ricardo Mendes,11913287443
386575,Camila Rocha,11908372536
713467,Paulo Santos,11951714147
393644,Paulo Santos,11908441866
773862,Camila Rocha,11940068076
265394,Lucas Lima,11929133059
766061,Ana Pereira,11972979149
330030,Camila Rocha,11967094089
812819,Camila Rocha,11940768253
242920,Fernanda Alves,11939858841
905963,Juliana Costa,11909920435
103283,Maria Souza,11910556724
311010,Fernanda Alves,11963359173
527237,Fernanda Alves,11945500153
428748,João Silva,11994847270
805811,Ana Pereira,11974360470
706036,Lucas Lima,11950573330
757094,Fernanda Alves,11944733446
824785,Lucas Lima,11993588779
262000,Ana Pereira,11954648066
966615,Juliana Costa,11958092512
287032,Ricardo Mendes,11921403818
696720,Maria Souza,11992089193
339416,Paulo Santos,11910147407
819744,Carlos Oliveira,11921399961
120356,Maria Souza,11939639408
184492,João Silva,11983508509
379565,Carlos Oliveira,11958808722
590796,Carlos Oliveira,11941925046
728339,Lucas Lima,11966348770
673124,Paulo Santos,11935200608
677792,Lucas Lima,11939236995
721861,Ana Pereira,11904493485
750245,Camila Rocha,11940109008
582762,Ana Pereira,11949426290
117938,Lucas Lima,11944468132
562804,Ricardo Mendes,11970353071
294201,Ana Pereira,11924274291
458347,Juliana Costa,11967012564
156448,Camila Rocha,11954073886
179135,João Silva,11967395605
774197,Lucas Lima,11967914482
731593,Lucas Lima,11939816868
965564,Lucas Lima,11994452672
411192,João Silva,11928653064
683810,Ana Pereira,11919628936
552092,Juliana Costa,11993077512
197564,Carlos Oliveira,11944923324
153447,Carlos Oliveira,11989153092
157618,Carlos Oliveira,11939426700
710583,Juliana Costa,11958040109
248167,Juliana Costa,11941097270
112085,Paulo Santos,11998517114
646574,Fernanda Alves,11944060122
159696,João Silva,11941750905
136162,Camila Rocha,11997708245
896435,Maria Souza,11972068657
710376,Juliana Costa,11940388185
413971,Paulo Santos,11944665838
383664,Fernanda Alves,11984026894
916531,João Silva,11952651103
751750,João Silva,11965053658
150731,Lucas Lima,11995370833
321767,Carlos Oliveira,11969952722
284060,Lucas Lima,11948601925
408645,Lucas Lima,11923826638
231034,Ana Pereira,11971121255
836158,Juliana Costa,11978853241
484950,Ricardo Mendes,11979620318
431798,Paulo Santos,11964822595
980904,Maria Souza,11913538056
522744,Fernanda Alves,11956176622
544100,Juliana Costa,11975923321
327331,Fernanda Alves,11953569609
451956,Juliana Costa,11977612713
595789,Carlos Oliveira,11995608629
288047,Maria Souza,11982872632
294812,João Silva,11918116489
751189,João Silva,11901250510
845532,Ana Pereira,11997613809
754087,Carlos Oliveira,11953948113
165570,Juliana Costa,11959718980
197807,Juliana Costa,11966019717
617542,Fernanda Alves,11975249911
753636,Maria Souza,11937915198
922591,Ana Pereira,11982590944
999525,Paulo Santos,11912952524
135579,João Silva,11921854018
973058,João Silva,11924210656
817702,Paulo Santos,11941910922
847864,Lucas Lima,11948567615
591712,Paulo Santos,11960698604
984905,Maria Souza,11934550067
948252,Juliana Costa,11968094417
927450,Paulo Santos,11958122199
538002,Ricardo Mendes,11958863155
700628,Fernanda Alves,11929230799
155881,Juliana Costa,11911783280
525015,Carlos Oliveira,11986196034
738377,Camila Rocha,11923641941
685423,Maria Souza,11921976508
627966,João Silva,11913417522
287341,Carlos Oliveira,11979056355
854559,Fernanda Alves,11993813162
361815,Fernanda Alves,11972545863
591588,Juliana Costa,11990662053
170538,Lucas Lima,11979608774
435987,Maria Souza,11999476738
758326,Camila Rocha,11912270631
410879,João Silva,11965429328
212015,Ana Pereira,11978156562
603305,Lucas Lima,11956838448
796376,Maria Souza,11923344897
716601,Ricardo Mendes,11973793678
957622,Camila Rocha,11953361108
731677,Ana Pereira,11920785992
588217,Juliana Costa,11903656758
426330,Juliana Costa,11904578002
329574,Paulo Santos,11939051884
400046,Ricardo Mendes,11926993079
515458,Ricardo Mendes,11992015136
148588,Juliana Costa,11923449680
879536,Lucas Lima,11985027491
292104,Lucas Lima,11991104952
143368,Paulo Santos,11987050138
740231,Ricardo Mendes,11964632297
595244,Ana Pereira,11990879659
694178,Camila Rocha,11944016222
976186,Juliana Costa,11935609492
718845,Paulo Santos,11973770528
961824,Lucas Lima,11912003501
512088,Fernanda Alves,11901342214
174579,Maria Souza,11984905074
563555,Paulo Santos,11941864666
930524,Fernanda Alves,11954030440
433237,Carlos Oliveira,11912158454
834334,Camila Rocha,11964867986
774651,João Silva,11923304949
216060,Maria Souza,11931855917
514038,Fernanda Alves,11982026766
434993,Lucas Lima,11998957706
248148,Ricardo Mendes,11921056091
695759,João Silva,11970394198
974424,Paulo Santos,11923377691
418717,Camila Rocha,11924883006
422548,Fernanda Alves,11983170672
679215,Ana Pereira,11911189914
573426,Fernanda Alves,11984572449
964562,Carlos Oliveira,11962244545
471701,Juliana Costa,11933182919
137151,João Silva,11985134947
384356,Maria Souza,11910016382
439803,Paulo Santos,11936633474
689808,Paulo Santos,11978012264
927145,Carlos Oliveira,11955866298
390138,Carlos Oliveira,11902014035
651544,Ricardo Mendes,11974606986
654377,Maria Souza,11937828638
960048,Juliana Costa,11917837507
120430,João Silva,11992143659
347365,Juliana Costa,11994049908
743616,Lucas Lima,11918615466
483328,Paulo Santos,11901477046
460955,Paulo Santos,11978779295
721590,Maria Souza,11985912071
209396,João Silva,11922112870
934411,Carlos Oliveira,11900736994
165402,Ana Pereira,11903459945
485031,Maria Souza,11937829955
314271,João Silva,11935309475
733552,Fernanda Alves,11900693985
538445,Juliana Costa,11900631629
533951,Carlos Oliveira,11974590820
372996,Fernanda Alves,11987791185
423277,Paulo Santos,11990207354
821456,Juliana Costa,11997473185
111214,Paulo Santos,11960563096
144777,Camila Rocha,11959157618
529385,João Silva,11943365911
246862,Camila Rocha,11934181305
824291,Lucas Lima,11966235490
358798,João Silva,11925195773
693090,Carlos Oliveira,11930524854
585739,Maria Souza,11984403196
268431,Carlos Oliveira,11929953296
642786,Maria Souza,11911126690
987690,Ana Pereira,11930524811
669591,Juliana Costa,11976300160
822642,Ana Pereira,11991691667
918865,Lucas Lima,11928853270
197751,Ana Pereira,11985142240
112123,João Silva,11917797808
307107,Juliana Costa,11973592658
507730,Maria Souza,11908626127
451806,Juliana Costa,11911939285
947663,João Silva,11938791486
931896,Ana Pereira,11917763111
469505,João Silva,11969261291
859821,Paulo Santos,11933113822
792882,Camila Rocha,11924803340
494746,Fernanda Alves,11979925806
811728,Lucas Lima,11926950495
262320,Ricardo Mendes,11974054147
744901,Lucas Lima,11967169421
753977,Fernanda Alves,11927211049
161632,Lucas Lima,11956847391
422728,Juliana Costa,11903799207
697694,Maria Souza,11971324032
179983,João Silva,11992640076
590444,Ana Pereira,11984062141
791688,Ricardo Mendes,11930264631
830245,Maria Souza,11937713306
107487,João Silva,11905615657
266971,Paulo Santos,11949649544
463131,Ana Pereira,11904416191
336272,Paulo Santos,11951428364
920431,Lucas Lima,11994561149
893551,Carlos Oliveira,11933904914
186845,Fernanda Alves,11944136057
939145,Ana Pereira,11991849819
120702,Ana Pereira,11988216067
639936,Maria Souza,11905568026
495457,Ricardo Mendes,11918169227
694464,Carlos Oliveira,11933948935
943669,Paulo Santos,11929743176
772248,Carlos Oliveira,11980949919
972095,Carlos Oliveira,11928444606
747550,Juliana Costa,11932863972
491961,Camila Rocha,11997948736
502785,Camila Rocha,11940167890
366228,Camila Rocha,11907042839
224635,Fernanda Alves,11917129026
817843,Fernanda Alves,11905844628
633517,Paulo Santos,11992130209
587751,João Silva,11969636385
967288,Camila Rocha,11985866261
792624,Carlos Oliveira,11918382698
397564,Lucas Lima,11939373856
812375,Carlos Oliveira,11947760378
947600,Carlos Oliveira,11906544348
797959,Ricardo Mendes,11948017360
912433,Maria Souza,11917633040
152710,Lucas Lima,11970614988
950559,Ana Pereira,11995545464
901079,Ricardo Mendes,11983992436
726171,Ricardo Mendes,11989019390
138424,João Silva,11907079486
518328,Paulo Santos,11961350282
402952,Lucas Lima,11989655899
327236,Fernanda Alves,11967433741
431713,Maria Souza,11997655487
128923,Camila Rocha,11978048016
292245,Carlos Oliveira,11965822199
163400,Paulo Santos,11922581367
393934,Maria Souza,11936530022
754347,Paulo Santos,11956407452
437389,Lucas Lima,11966674858
561186,Camila Rocha,11966295578
162878,Juliana Costa,11941596120
586509,Ricardo Mendes,11938862796
497021,Lucas Lima,11927561302
621227,João Silva,11981230966
343641,Lucas Lima,11914153795
249837,Juliana Costa,11941718495
199207,Ana Pereira,11970097869
606639,Camila Rocha,11948443624
219741,Carlos Oliveira,11920836189
378439,Maria Souza,11977059026
348681,Camila Rocha,11985479365
190602,Ricardo Mendes,11958463941
193855,Ricardo Mendes,11964484191
692376,Carlos Oliveira,11912100249
278647,João Silva,11923375716
886875,Camila Rocha,11979718824
615421,Paulo Santos,11998755593
873556,Camila Rocha,11959274109
610157,Ricardo Mendes,11936379177
449201,Carlos Oliveira,11903360131
465641,Juliana Costa,11960704597
722794,Camila Rocha,11990654384
289298,Juliana Costa,11981195774
418024,Juliana Costa,11917323989
485303,Juliana Costa,11916806294
810855,Camila Rocha,11992273706
595924,Lucas Lima,11992302352
503972,Fernanda Alves,11968821662
291507,Juliana Costa,11967276396
247245,Camila Rocha,11934401451
773732,João Silva,11916848453
243314,Carlos Oliveira,11901042119
510285,Ana Pereira,11904427258
996910,Carlos Oliveira,11954590947
742725,Camila Rocha,11982132603
984005,João Silva,11995398889
228702,João Silva,11999164071
845234,João Silva,11939940662
991340,João Silva,11963797957
284695,João Silva,11963135855
539845,Fernanda Alves,11946539375
709051,Juliana Costa,11932676339
307831,Camila Rocha,11953654046
375810,Paulo Santos,11971492070
920820,João Silva,11972200756
945368,Ana Pereira,11946060428
923740,João Silva,11981583339
716816,Ricardo Mendes,11990254790
881593,Fernanda Alves,11921880596
305639,Paulo Santos,11927540180
800477,Paulo Santos,11934198070
100996,Carlos Oliveira,11926958317
445149,Ricardo Mendes,11970373413
728624,Ricardo Mendes,11999794915
153686,Camila Rocha,11967268740
340871,Maria Souza,11914737605
778162,Lucas Lima,11980538540
622646,João Silva,11900643917
625707,Carlos Oliveira,11941954767
545107,Juliana Costa,11969903126
626025,Carlos Oliveira,11972728719
205907,Ricardo Mendes,11941489840
472610,João Silva,11905789487
686877,Lucas Lima,11984343890
271682,Maria Souza,11980019951
870829,Juliana Costa,11975064928
199703,Juliana Costa,11979185060
389099,Lucas Lima,11947577449
306399,Lucas Lima,11916681667
522028,Camila Rocha,11964291115
664564,Paulo Santos,11949223820
515125,Paulo Santos,11954703290
602755,Fernanda Alves,11913005404
949259,Paulo Santos,11921090165
131756,Ana Pereira,11946488568
673994,Juliana Costa,11942107361
545753,Ricardo Mendes,11992074070
755768,Ana Pereira,11923409102
156831,Carlos Oliveira,11994315456
414972,João Silva,11926815549
776480,Ricardo Mendes,11998090701
994310,Paulo Santos,11913015589
313101,Ricardo Mendes,11967452951
619232,Lucas Lima,11907687661
960247,Ana Pereira,11991141634
685570,João Silva,11977674796
230111,Carlos Oliveira,11958271964
389476,Lucas Lima,11939498060
581192,Ana Pereira,11968719756
868025,Carlos Oliveira,11936671184
664455,Juliana Costa,11962464216
414076,Fernanda Alves,11989901938
934433,Ana Pereira,11975494334
185358,Maria Souza,11962621071
784303,Lucas Lima,11981173961
774879,Ana Pereira,11950044003
554626,Carlos Oliveira,11956132725
634162,Camila Rocha,11999964833
420307,Carlos Oliveira,11932988304
317177,Fernanda Alves,11926739836
296342,Juliana Costa,11971239058
193350,Juliana Costa,11918065857
392293,Paulo Santos,11919520376
605528,Camila Rocha,11931058870
826185,Juliana Costa,11996704081
323181,Ricardo Mendes,11937884907
686137,Fernanda Alves,11903424652
978574,Lucas Lima,11954877354
497274,Carlos Oliveira,11918204130
151739,Carlos Oliveira,11901548579
678418,Juliana Costa,11923209391
861150,João Silva,11997053263
990517,Fernanda Alves,11968956455
366094,Ricardo Mendes,11951676427
636846,Maria Souza,11955755722
504064,Ana Pereira,11983765857
337120,Camila Rocha,11966016774
391524,Maria Souza,11952152067
197752,Ana Pereira,11956798757
411882,Carlos Oliveira,11979344816
623646,Paulo Santos,11912720458
238402,Camila Rocha,11994746804
329494,Ricardo Mendes,11979811637
297184,Camila Rocha,11966046771
395790,Ricardo Mendes,11943944719
844594,Carlos Oliveira,11943493076
128901,Camila Rocha,11937959002
614581,João Silva,11945414294
815973,Lucas Lima,11952839660
160798,Juliana Costa,11921971866
